BAD QUERY
44.3333,41,46,3
43.2,41,46,5
44,41,47,2
BAD QUERY
BAD QUERY
BAD QUERY
43.1667,40,49,6
45.7778,40,49,9
BAD QUERY
44.5938,40,49,32
45.375,41,49,8
BAD QUERY
44,41,46,5
BAD QUERY
44.3023,40,49,43
45.3333,43,49,3
44.4545,40,49,44
44.8571,40,49,14
44.0435,40,49,23
BAD QUERY
45,45,45,1
43.7143,41,49,7
BAD QUERY
46,43,49,4
43,43,43,1
BAD QUERY
43.6364,40,49,11
44.0556,40,49,36
44.7222,40,49,18
43.5,40,47,2
44.8571,40,49,7
BAD QUERY
44.0833,40,49,24
44.0667,40,49,30
44.1111,40,49,27
44,44,44,1
NO DATA
43.6923,41,46,13
44.2973,40,49,37
BAD QUERY
44.6,41,49,5
44.1,40,48,10
46.8333,42,49,6
45.1818,40,49,11
43.9231,41,46,13
43.5,40,47,8
44.5625,40,49,32
BAD QUERY
44.1429,41,49,7
BAD QUERY
44.6,41,49,5
44.6667,41,49,9
43.3333,41,46,3
45.2,41,48,5
44,40,49,19
43.5,41,46,2
47,47,47,1
44.5625,40,49,48
43.75,40,49,12
43.8571,40,49,21
46.3333,43,49,3
45.0909,40,49,22
45,45,45,1
BAD QUERY
43.973,40,49,37
44.9444,40,49,18
44.8125,40,49,32
BAD QUERY
45.7143,43,49,7
BAD QUERY
44.2174,40,49,23
42.3333,40,44,3
44.6471,40,49,17
43.625,41,46,8
45.5,42,49,2
BAD QUERY
44.4286,41,47,7
48,48,48,1
44.4,40,49,20
44.1111,41,49,9
BAD QUERY
BAD QUERY
44.6667,44,46,3
44.2778,40,49,18
44.6129,40,49,31
44.8,43,47,5
43.8462,41,49,13
43.8929,40,49,28
45,40,49,8
44.6333,40,49,30
44.7097,40,49,31
45,40,49,36
44.9231,41,49,13
44,44,44,2
44.4091,40,49,22
46.5,42,49,4
BAD QUERY
46.6667,43,49,6
44.25,42,49,4
44.1579,41,48,19
44.25,42,49,4
BAD QUERY
BAD QUERY
BAD QUERY
44.4571,40,49,35
43.9375,40,49,32
49,49,49,1
44.1,40,49,10
45.75,40,49,12
44.2857,40,49,14
45,40,49,24
45.1,40,49,10
46,46,46,1
44.1429,40,49,28
BAD QUERY
43,43,43,1
41,41,41,1
45,44,46,2
BAD QUERY
BAD QUERY
43.5238,40,49,21
43.5,42,45,2
44.7,41,49,20
44.3043,41,49,23
44,42,47,5
BAD QUERY
BAD QUERY
44.9268,40,49,41
44.2174,41,49,23
43.5333,40,49,15
45.6,40,49,15
BAD QUERY
45,45,45,1
43.5455,40,47,11
44.4211,40,49,38
BAD QUERY
44.8519,40,49,27
43.9444,41,49,18
44.4,41,49,5
45.4,41,49,5
40,40,40,2
44.5,40,49,16
BAD QUERY
44.0909,41,49,11
BAD QUERY
45.3182,40,49,22
44.0909,41,49,11
44.1905,40,49,21
43,43,43,1
44.8824,40,49,17
44.4,41,48,10
44.1111,40,49,45
46,46,46,1
BAD QUERY
44.6,40,49,5
43.75,42,45,4
44.2778,40,49,36
44.25,41,49,4
44.48,40,49,25
45,42,48,2
45,41,48,4
47,43,49,4
46.4444,40,49,9
44.6667,40,49,27
44.1667,40,49,42
BAD QUERY
44.55,40,49,20
BAD QUERY
44.88,40,49,25
44.3333,41,46,3
BAD QUERY
44.9091,40,49,22
44,44,44,1
BAD QUERY
BAD QUERY
45.3333,41,49,9
44.4,42,46,5
44.625,41,49,8
44.3,41,48,10
BAD QUERY
45.5833,40,49,12
44.9091,40,49,11
46.5556,43,49,9
44.25,42,49,4
46.8333,43,49,6
NO DATA
44.2593,40,49,27
45.5,43,48,2
44.7955,40,49,44
45.7,43,49,10
44.6154,40,49,13
45.4,42,48,5
43.5,40,47,10
44.625,41,49,8
44.125,40,49,40
47.6667,47,49,3
45.3636,41,49,11
44.2632,40,49,19
BAD QUERY
47.5,46,49,2
BAD QUERY
44.8667,40,49,15
BAD QUERY
BAD QUERY
BAD QUERY
BAD QUERY
BAD QUERY
44.2222,41,49,9
44.35,40,49,20
BAD QUERY
45.2727,41,49,11
43,40,47,4
44.7561,40,49,41
46.5,40,49,4
BAD QUERY
BAD QUERY
43.8,41,46,5
42,40,46,3
BAD QUERY
44.7419,40,49,31
44.4545,40,49,44
BAD QUERY
BAD QUERY
44.25,41,47,8
44.6154,41,49,13
44.5,43,47,4
BAD QUERY
44.1875,40,49,16
43,41,46,7
BAD QUERY
41,41,41,1
44.2857,40,49,14
43.6667,41,46,9
44.2174,40,49,23
44.5,40,49,2
44.5,43,46,2
45.5,40,49,8
44.325,40,49,40
44.125,41,49,16
44.65,40,49,40
44,40,49,23
43.5,41,46,2
46,46,46,1
43.9737,40,49,38
47,47,47,1
BAD QUERY
43.3333,40,47,15
43.4,41,46,5
43.5,40,48,8
BAD QUERY
44.4545,40,48,11
44.5417,40,49,24
44.6471,40,49,51
44.3913,40,49,23
44.0526,40,49,38
49,49,49,1
44.88,40,49,25
45.1111,40,49,18
BAD QUERY
44.7241,40,49,29
45.1111,41,49,9
44.72,40,49,25
44.1667,40,49,18
44.2857,41,49,14
47.1667,42,49,6
44.0769,40,48,13
43.25,41,46,4
45.7143,40,49,7
44.6,40,49,25
BAD QUERY
44.25,40,49,4
44.6522,40,49,23
45.0714,40,49,14
43.9459,40,49,37
44,41,49,13
BAD QUERY
44.4,41,49,5
45.4,41,49,5
45.4783,40,49,23
BAD QUERY
BAD QUERY
BAD QUERY
BAD QUERY
44.6327,40,49,49
45.375,41,49,8
44.7073,40,49,41
43.4444,40,47,9
43.4286,41,46,7
BAD QUERY
BAD QUERY
BAD QUERY
44.6667,44,46,3
BAD QUERY
45.0769,40,49,13
46.25,40,49,12
BAD QUERY
45.5,42,49,2
44.25,40,49,36
46.5,42,49,4
44.5,42,47,2
44.1613,40,49,31
45.4444,41,49,9
43,40,46,2
44,40,49,29
44.4615,40,49,13
BAD QUERY
45.8333,40,49,12
43.8333,43,45,6
46.6667,43,49,6
BAD QUERY
43.3077,41,46,13
41,41,41,1
44.8095,40,49,42
44.0732,40,49,41
BAD QUERY
45.5,42,49,2
44.54,40,49,50
BAD QUERY
BAD QUERY
44.7568,40,49,37
45.2222,40,49,9
45.75,44,48,4
43.6667,41,46,6
BAD QUERY
44.7941,40,49,34
44.6,40,49,5
44,41,47,2
44.2,40,49,20
43.3333,41,46,9
44.1667,40,49,18
46.1429,43,49,7
43,43,43,1
43.95,41,49,20
44.4286,40,49,42
44.5385,41,49,13
44.2778,40,49,18
43.875,41,49,8
43.8,43,45,5
BAD QUERY
44.2963,41,49,27
44.4,40,49,45
44.35,40,49,20
45.0455,40,49,22
44.5333,41,49,15
44.8333,40,49,18
46,46,46,1
44.2222,41,49,9
44.75,41,49,16
45.1852,40,49,27
46,46,46,2
44.1875,40,49,32
44.6,41,49,5
43.875,40,49,16
44.5714,40,49,35
43.4,41,49,5
BAD QUERY
BAD QUERY
49,49,49,1
BAD QUERY
44,41,49,12
BAD QUERY
44.5926,40,49,27
43.6364,40,49,11
BAD QUERY
44.7143,40,49,21
44,41,49,12
BAD QUERY
45.9,42,49,10
41,41,41,1
44.5161,40,49,31
BAD QUERY
44.4242,40,49,33
45.5,44,47,2
BAD QUERY
44.7941,40,49,34
43.1429,40,47,14
45.0769,40,49,13
44.2,41,46,5
44.1053,40,49,19
42.7692,40,46,13
44.2381,40,49,21
45.8333,41,49,6
NO DATA
43.9091,41,49,11
45.1111,41,49,9
45.9091,40,49,11
BAD QUERY
45.7,40,49,10
45.25,44,47,4
44.875,40,49,16
BAD QUERY
BAD QUERY
46.5,43,49,8
NO DATA
44.8,41,48,15
44,43,45,4
44.4,40,49,10
43.2,41,45,5
45.2857,41,49,7
44.7619,40,49,21
BAD QUERY
NO DATA
43.75,41,49,16
44.6136,40,49,44
43.7778,41,49,18
45.4,40,49,25
45.75,43,49,4
44.5,42,47,2
44.5882,41,49,17
44.3043,40,49,23
BAD QUERY
44.25,40,49,32
45.3077,40,49,26
46.6667,43,49,6
44.7143,40,49,42
43.9333,40,49,15
44.4118,40,49,34
45.3636,41,49,22
BAD QUERY
45.4545,41,49,11
44.1818,40,48,11
44.0968,40,49,31
47,47,47,1
44.3667,40,49,30
45.6667,43,48,3
48,48,48,1
49,49,49,1
46,43,49,5
44.4118,40,49,17
44.8571,41,49,7
44.2,41,49,5
43.5,42,45,2
BAD QUERY
43.8125,41,48,16
44.2647,40,49,34
43.8462,40,49,26
45.5,44,47,2
BAD QUERY
44.8824,41,49,17
45.0455,40,49,22
43.4,40,49,10
43,40,47,4
43.5556,40,48,9
43,41,46,4
44.6429,40,49,14
42.3333,40,44,3
43.6667,43,45,3
45.2105,40,49,19
43.6,41,46,5
44.7692,41,48,13
44.1364,40,49,22
44.7333,41,49,15
44.3913,40,49,23
43.8,42,49,5
44.2308,40,49,39
BAD QUERY
BAD QUERY
47,47,47,2
44.6667,40,49,30
44.1667,40,49,18
43.4,40,47,15
44.8333,40,49,24
45.9231,40,49,13
46.5,42,49,4
44.6667,40,49,36
43.75,41,46,4
45.4667,40,49,15
44,40,48,14
40,40,40,1
44.2632,40,49,19
43.9643,40,49,28
BAD QUERY
44.4,41,49,25
45.0769,40,49,13
43.5,41,46,2
45.6667,40,49,15
41,41,41,1
42.6667,40,46,3
43,40,49,6
BAD QUERY
44.7778,40,49,9
46.1429,43,49,7
43.9412,40,49,17
BAD QUERY
43.9412,40,49,17
44.55,40,49,40
44.8,41,48,15
45.2727,40,49,11
44,42,46,4
43.875,41,49,8
47.5,46,49,2
43.6667,41,48,3
44.1667,40,49,12
44.1429,41,47,7
45.1429,40,49,7
44,40,49,24
48,47,49,3
44.4,40,49,45
44.8182,41,49,11
47,47,47,1
46.2,43,49,10
44.875,40,49,24
BAD QUERY
41,41,41,2
BAD QUERY
44.381,40,49,42
44,40,49,22
BAD QUERY
BAD QUERY
47.2857,40,49,7
43.625,41,49,8
BAD QUERY
44.5208,40,49,48
45.25,42,49,4
44.6667,41,47,3
44,43,45,5
43,43,43,1
44,41,46,4
BAD QUERY
44,40,49,34
41,41,41,1
45.5714,41,49,7
45.2,43,48,5
43.25,41,48,4
44.3913,40,49,23
44,41,46,12
46,46,46,1
45,40,49,15
43.7143,40,49,7
44.3214,40,49,28
45,42,47,3
BAD QUERY
45.2222,40,49,9
46,46,46,1
44.7333,40,49,15
44.1429,40,48,7
BAD QUERY
43,43,43,1
44.75,41,49,4
43.3333,41,46,9
44,41,48,3
43.5714,41,47,14
47,40,49,7
44.8947,40,49,38
41.5,41,42,2
43.9412,40,49,17
45.3636,41,49,22
44.0714,40,49,28
43.5833,40,49,12
44.587,40,49,46
46.2,42,49,5
44.6552,40,49,29
44.9091,40,49,11
44.3636,41,48,11
44.2821,40,49,39
46.0909,42,49,11
43.8889,41,49,18
BAD QUERY
44.1818,41,49,11
43,43,43,1
44,41,46,12
42,42,42,1
44.8421,41,49,19
43.75,40,48,16
44.125,40,49,16
44.4483,40,49,29
44.1579,41,48,19
45.2308,40,49,13
45.875,43,49,8
43.3333,41,46,3
BAD QUERY
46,46,46,1
45.2,40,49,10
44.2174,40,49,23
44.4286,40,49,14
44.6,40,49,15
44.697,40,49,33
BAD QUERY
46,43,49,2
45.2,40,49,10
41,40,42,2
43.75,40,49,20
BAD QUERY
42,42,42,1
43.8929,40,49,28
43.5,40,49,8
45.0909,40,49,22
BAD QUERY
44.04,40,49,25
44.6667,40,49,21
43.5333,40,49,15
41,41,41,1
44.5,41,49,6
45.5,44,47,2
45.2,40,49,10
44.1795,40,49,39
44.1429,40,48,7
45.125,41,49,8
44.25,42,49,4
44,40,48,2
BAD QUERY
44.5833,41,48,12
43.6667,40,47,3
44.6364,40,49,11
43.7368,40,49,19
47,47,47,1
43.6,42,45,5
45.4286,40,49,7
44.2353,40,49,17
44.6552,40,49,29
44.8077,40,49,26
BAD QUERY
44.2069,40,49,29
44.3636,41,48,11
BAD QUERY
43.6,41,49,15
44.129,40,49,31
46.5,45,48,2
45.5455,41,49,11
43.5,41,46,2
45.1429,40,49,21
44.5455,40,49,11
45.5,44,47,2
44.5769,40,49,26
BAD QUERY
44.1481,40,49,27
44.1538,40,49,26
44.6154,40,49,13
43.25,40,47,16
45.2308,40,49,13
43.8095,41,49,21
43.6667,41,46,9
45.2381,41,49,21
BAD QUERY
44.9091,40,49,11
43.125,41,47,8
BAD QUERY
BAD QUERY
43.6667,41,46,6
44.4583,40,49,24
45.3077,40,49,26
44.5714,40,49,14
44.375,40,49,40
BAD QUERY
43.7895,40,49,19
44.8,43,47,5
BAD QUERY
44.75,40,49,12
BAD QUERY
BAD QUERY
NO DATA
BAD QUERY
44.1905,40,49,21
44.1111,40,49,27
44.7333,41,49,15
44.8333,40,49,30
43.6,41,49,15
BAD QUERY
43.4286,40,49,7
43.6,42,45,5
45.2273,40,49,22
45.3529,41,49,17
47,43,49,3
44.9615,40,49,26
BAD QUERY
43.5455,41,46,11
43.7143,41,48,7
43.8182,41,47,11
45.1923,40,49,26
44.1515,40,49,33
BAD QUERY
45,42,49,5
BAD QUERY
BAD QUERY
44.8056,40,49,36
43.8,40,47,5
44.069,40,49,29
BAD QUERY
BAD QUERY
BAD QUERY
BAD QUERY
44.5,41,48,2
BAD QUERY
44.6471,40,49,34
BAD QUERY
44.1,40,49,10
BAD QUERY
43.5714,41,47,7
44.5714,40,49,21
BAD QUERY
45.2,40,49,10
BAD QUERY
44.4667,40,49,15
45.4286,41,49,7
48.3333,47,49,3
45.1053,40,49,19
44.4074,40,49,27
44.52,40,49,25
BAD QUERY
44.6875,40,49,16
42.5,41,46,4
44.5385,41,49,13
44.9412,40,49,17
BAD QUERY
43,40,46,2
46,46,46,1
44.1111,40,49,9
42.6,40,46,5
BAD QUERY
43.5,42,45,2
43.4286,40,49,7
44.5882,40,49,17
44.5,43,46,2
43.2222,40,47,18
44.3043,41,49,23
BAD QUERY
43.5,40,49,6
43.9231,41,49,13
45,40,49,8
BAD QUERY
44,40,48,14
43.375,40,47,8
44.8,40,49,15
44,41,46,4
45.2727,41,49,11
44.5938,40,49,32
BAD QUERY
44.3571,40,49,28
44.0833,40,49,24
44,41,46,6
44.3556,40,49,45
46,46,46,1
44.7037,40,49,27
43.6923,41,48,13
44.1034,40,49,29
45.375,41,49,8
44.4667,40,49,15
44.1795,40,49,39
45.3125,40,49,16
44.1429,41,47,7
44.8889,40,49,27
42.3,40,46,10
BAD QUERY
44.6667,44,46,3
44.5938,40,49,32
45.125,41,49,8
44.6364,41,49,11
BAD QUERY
45.5,42,49,2
BAD QUERY
42.6,40,46,5
44.4103,40,49,39
47,43,49,4
43.4375,40,49,16
47.2857,40,49,7
BAD QUERY
44.5,41,48,2
44.32,40,49,25
44.6667,41,49,3
43.8788,40,49,33
43.6364,40,49,11
43.8621,40,49,29
42,41,43,2
44.2,40,49,5
45,43,47,3
44.5,40,49,8
43,43,43,1
BAD QUERY
NO DATA
BAD QUERY
44.25,40,49,20
46,43,48,3
BAD QUERY
44.069,40,49,29
43.6667,41,47,6
44.7222,40,49,18
46,46,46,1
BAD QUERY
43.8333,40,48,12
44.1818,40,49,22
44.25,40,49,16
43.6,41,47,10
44.25,42,49,4
45.5,43,48,2
43.6923,41,49,13
44.7857,40,49,42
44.2941,40,49,17
42,42,42,1
44.7045,40,49,44
43.875,41,49,8
42,42,42,1
44.3333,40,49,27
44,41,48,3
44.1071,40,49,28
BAD QUERY
43,41,45,3
44.875,40,49,8
48,48,48,1
43.625,40,47,8
43.3333,41,48,3
43.75,40,49,8
44.2222,41,48,9
42,42,42,2
45.2143,40,49,28
44,40,49,26
44,43,45,2
BAD QUERY
44.2222,41,49,9
45,41,48,4
44.4286,43,48,7
44.7879,40,49,33
43.92,40,49,25
44.44,40,49,25
44.7442,40,49,43
47.25,44,49,4
44.3462,40,49,26
46.2,43,49,10
44.0303,40,49,33
BAD QUERY
BAD QUERY
44.5,43,47,6
46,44,48,3
44.6061,40,49,33
44.3478,40,49,46
49,49,49,1
44.1429,40,48,7
BAD QUERY
47,47,47,1
44.5349,40,49,43
45.5,43,49,6
41,41,41,1
44.3529,40,49,17
44.5,40,49,20
BAD QUERY
45.04,40,49,25
45.4762,40,49,21
BAD QUERY
45.2857,40,49,7
44.5185,40,49,27
44.5938,40,49,32
BAD QUERY
44.7027,40,49,37
42.7692,40,46,13
45.36,40,49,25
43.875,40,49,24
41,41,41,1
44,41,46,5
BAD QUERY
43.75,40,49,4
45.1538,41,49,13
41,41,41,1
BAD QUERY
45.5,43,48,2
44.3889,40,49,36
44.5,43,46,2
44.6875,41,49,16
44.75,40,49,28
45.6364,40,49,22
BAD QUERY
BAD QUERY
BAD QUERY
44.2174,40,49,23
44,41,49,11
44.5,40,49,26
46.7143,44,49,7
BAD QUERY
44.2353,40,49,17
44.75,40,49,12
45.2727,41,49,11
44.4118,40,49,17
BAD QUERY
45,43,48,3
44,44,44,1
BAD QUERY
BAD QUERY
44.5,40,49,12
45.0417,40,49,24
44.9259,40,49,27
46.3333,43,49,3
44.6596,40,49,47
BAD QUERY
44.9,40,49,10
40,40,40,1
BAD QUERY
44.9231,40,49,39
46,41,49,7
42,42,42,1
BAD QUERY
45,42,49,3
45.7,41,49,10
44.6452,40,49,31
43.4545,40,47,11
44.1905,40,49,21
BAD QUERY
BAD QUERY
43.5714,41,46,7
44.6875,41,49,16
44.3793,40,49,29
44.2963,41,49,27
44.6154,40,49,39
44.525,40,49,40
43.4,41,46,10
44.4706,40,49,17
47,43,49,3
45.3636,41,49,11
BAD QUERY
44.8571,41,49,14
BAD QUERY
44.8,43,47,5
44.2632,40,49,19
44.1905,40,49,21
46.2857,43,49,7
46,43,49,6
BAD QUERY
44.5833,41,48,12
44.1364,40,49,44
44.88,40,49,25
44.62,40,49,50
43.9444,41,49,18
BAD QUERY
44.4848,40,49,33
BAD QUERY
BAD QUERY
42,40,44,2
BAD QUERY
44.2273,40,49,22
BAD QUERY
BAD QUERY
44.6579,40,49,38
46,43,49,6
44.7812,40,49,32
BAD QUERY
44.5946,40,49,37
44.6939,40,49,49
45.1667,40,49,12
44.5,41,49,14
BAD QUERY
BAD QUERY
44,40,49,22
BAD QUERY
44.6667,42,46,3
43.7778,41,49,18
44.5,40,49,38
45.4762,40,49,21
NO DATA
BAD QUERY
BAD QUERY
43.3333,40,49,6
44.8571,40,49,21
BAD QUERY
46.6667,44,49,3
NO DATA
45.6667,40,49,3
43.2857,41,47,14
42,40,45,3
44.3667,40,49,30
44.75,40,49,40
44.6774,40,49,31
44.4167,40,49,12
43.2143,40,49,14
44.5385,40,49,13
43,43,43,1
44.5429,40,49,35
BAD QUERY
44.4857,40,49,35
44.5333,40,49,30
45.2,41,49,10
44,40,49,23
44.5217,40,49,23
43.5,41,46,14
BAD QUERY
44.5,42,49,6
43.2222,40,49,9
44.5556,40,49,9
46.6667,43,49,3
44,41,46,6
44.3,41,48,10
46.2222,43,49,9
45,42,49,5
43.8571,40,48,7
44.5769,40,49,52
44.6,41,48,5
BAD QUERY
44.6786,40,49,28
44.2941,40,49,17
43.9231,41,49,13
46,43,49,2
45.3529,40,49,17
44.3125,40,49,16
45.5455,40,49,11
45.3333,41,49,12
44.4074,40,49,27
44.6667,40,49,51
BAD QUERY
41.5,41,42,2
BAD QUERY
44.7857,40,49,28
44.4074,40,49,27
44.64,40,49,25
44.2941,41,48,17
43.9444,41,49,18
44.9375,40,49,16
44.4,40,49,25
44.4211,40,49,19
45.1667,41,48,6
44.3125,40,49,32
44.5128,40,49,39
45.2727,40,49,11
BAD QUERY
44.5,40,49,10
44.8182,41,49,11
44.0909,41,49,11
44.8,40,49,30
45.3333,41,49,12
44.1818,40,48,11
44.3462,40,49,26
BAD QUERY
BAD QUERY
44.4545,41,49,22
42.7692,40,46,13
BAD QUERY
45.6667,43,48,6
44.6,40,49,15
44.6923,40,49,39
44.5128,40,49,39
44.1613,40,49,31
45.6,40,49,15
46.25,42,49,8
43.8571,41,49,7
44.6667,44,46,3
45.0833,40,49,12
44.1667,41,47,6
45.1111,40,49,18
BAD QUERY
BAD QUERY
42,40,45,3
45.2727,41,49,11
44.2632,40,49,19
